algoritmo,caso,tamanho,repeticao,tempo_execucao,cpu_pico,comparacoes,trocas,heapificacoes,profundidade_recursao,particoes
heap_sort,medio,1,1,8.600007276982069e-06,0.0,0,0,0.0,0,
heap_sort,medio,1,2,5.200039595365524e-06,0.0,0,0,0.0,0,
heap_sort,medio,1,3,5.799985956400633e-06,0.0,0,0,0.0,0,
heap_sort,medio,1,4,5.89998671784997e-06,0.0,0,0,0.0,0,
heap_sort,medio,1,5,6.89999433234334e-06,0.0,0,0,0.0,0,
heap_sort,medio,1,6,5.699985194951296e-06,0.0,0,0,0.0,0,
heap_sort,medio,1,7,5.900044925510883e-06,0.0,0,0,0.0,0,
heap_sort,medio,1,8,5.699985194951296e-06,0.0,0,0,0.0,0,
heap_sort,medio,1,9,4.00003045797348e-06,0.0,0,0,0.0,0,
heap_sort,medio,1,10,5.999987479299307e-06,0.0,0,0,0.0,0,
heap_sort,medio,1,11,8.90000956133008e-06,0.0,0,0,0.0,0,
heap_sort,medio,1,12,5.530001362785697e-05,0.0,0,0,0.0,0,
heap_sort,medio,1,13,4.299974534660578e-06,0.0,0,0,0.0,0,
heap_sort,medio,1,14,5.799985956400633e-06,0.0,0,0,0.0,0,
heap_sort,medio,1,15,6.399990525096655e-06,0.0,0,0,0.0,0,
heap_sort,medio,4,1,1.1599971912801266e-05,0.0,6,5,7.0,0,
heap_sort,medio,4,2,1.3499986380338669e-05,0.0,7,8,10.0,0,
heap_sort,medio,4,3,1.2800039257854223e-05,0.0,6,7,9.0,0,
heap_sort,medio,4,4,1.0200019460171461e-05,0.0,7,6,8.0,0,
heap_sort,medio,4,5,9.400013368576765e-06,0.0,6,6,8.0,0,
heap_sort,medio,4,6,8.100003469735384e-06,0.0,6,4,6.0,0,
heap_sort,medio,4,7,9.200011845678091e-06,0.0,7,6,8.0,0,
heap_sort,medio,4,8,8.500006515532732e-06,0.0,6,5,7.0,0,
heap_sort,medio,4,9,9.200011845678091e-06,0.0,7,7,9.0,0,
heap_sort,medio,4,10,1.0100018698722124e-05,0.0,7,6,8.0,0,
heap_sort,medio,4,11,1.090002479031682e-05,0.0,6,6,8.0,0,
heap_sort,medio,4,12,1.0300020221620798e-05,0.0,7,7,9.0,0,
heap_sort,medio,4,13,1.1399970389902592e-05,0.0,7,8,10.0,0,
heap_sort,medio,4,14,1.3399985618889332e-05,0.0,6,6,8.0,0,
heap_sort,medio,4,15,8.200004231184721e-06,0.0,6,7,9.0,0,
heap_sort,medio,16,1,2.1299987565726042e-05,0.0,79,49,57.0,0,
heap_sort,medio,16,2,2.0799983758479357e-05,0.0,79,55,63.0,0,
heap_sort,medio,16,3,2.3300002794712782e-05,0.0,85,54,62.0,0,
heap_sort,medio,16,4,2.300000051036477e-05,0.0,84,55,63.0,0,
heap_sort,medio,16,5,2.559996210038662e-05,0.0,81,50,58.0,0,
heap_sort,medio,16,6,2.3600005079060793e-05,0.0,80,47,55.0,0,
heap_sort,medio,16,7,2.659996971487999e-05,0.0,84,54,62.0,0,
heap_sort,medio,16,8,3.390002530068159e-05,0.0,79,52,60.0,0,
heap_sort,medio,16,9,3.360002301633358e-05,0.0,79,53,61.0,0,
heap_sort,medio,16,10,3.6299985367804766e-05,0.0,80,53,61.0,0,
heap_sort,medio,16,11,2.4900014977902174e-05,0.0,79,52,60.0,0,
heap_sort,medio,16,12,3.160000778734684e-05,0.0,82,53,61.0,0,
heap_sort,medio,16,13,3.8300000596791506e-05,0.0,83,56,64.0,0,
heap_sort,medio,16,14,3.189995186403394e-05,0.0,82,52,60.0,0,
heap_sort,medio,16,15,6.150000263005495e-05,0.0,80,53,61.0,0,
heap_sort,medio,64,1,0.0001194999786093831,0.0,577,333,365.0,0,
heap_sort,medio,64,2,0.00010530004510655999,0.0,567,323,355.0,0,
heap_sort,medio,64,3,0.0001050999853760004,0.0,561,325,357.0,0,
heap_sort,medio,64,4,0.00011029996676370502,0.0,573,329,361.0,0,
heap_sort,medio,64,5,0.0001105000264942646,0.0,569,327,359.0,0,
heap_sort,medio,64,6,0.00014030002057552338,0.0,565,326,358.0,0,
heap_sort,medio,64,7,0.00011209998046979308,0.0,570,333,365.0,0,
heap_sort,medio,64,8,0.0001105000264942646,0.0,576,335,367.0,0,
heap_sort,medio,64,9,0.0001756999990902841,0.0,583,340,372.0,0,
heap_sort,medio,64,10,0.00017010001465678215,0.0,575,334,366.0,0,
heap_sort,medio,64,11,0.00011259998427703977,0.0,572,325,357.0,0,
heap_sort,medio,64,12,0.0001382000045850873,0.0,563,322,354.0,0,
heap_sort,medio,64,13,0.0002550000208429992,0.0,572,332,364.0,0,
heap_sort,medio,64,14,0.00017870002193376422,0.0,569,332,364.0,0,
heap_sort,medio,64,15,0.00015189999248832464,0.0,574,327,359.0,0,
heap_sort,medio,256,1,0.000602699990849942,0.0,3300,1822,1950.0,0,
heap_sort,medio,256,2,0.0007263000006787479,0.0,3316,1839,1967.0,0,
heap_sort,medio,256,3,0.00059710000641644,0.0,3280,1802,1930.0,0,
heap_sort,medio,256,4,0.0006002999725751579,0.0,3293,1817,1945.0,0,
heap_sort,medio,256,5,0.0005939000402577221,0.0,3295,1811,1939.0,0,
heap_sort,medio,256,6,0.0005940999835729599,0.0,3266,1792,1920.0,0,
heap_sort,medio,256,7,0.0006018999847583473,0.0,3313,1825,1953.0,0,
heap_sort,medio,256,8,0.0006147000240162015,0.0,3314,1824,1952.0,0,
heap_sort,medio,256,9,0.0006323999841697514,0.0,3309,1820,1948.0,0,
heap_sort,medio,256,10,0.0006047000060789287,0.0,3312,1834,1962.0,0,
heap_sort,medio,256,11,0.000638199970126152,0.0,3292,1811,1939.0,0,
heap_sort,medio,256,12,0.0006216999609023333,0.0,3324,1834,1962.0,0,
heap_sort,medio,256,13,0.0007760000298731029,0.0,3315,1835,1963.0,0,
heap_sort,medio,256,14,0.00060450000455603,0.0,3309,1825,1953.0,0,
heap_sort,medio,256,15,0.0009324999991804361,0.0,3315,1829,1957.0,0,
heap_sort,medio,1024,1,0.0031875999993644655,0.0,17306,9312,9824.0,0,
heap_sort,medio,1024,2,0.004768699989654124,0.0,17364,9358,9870.0,0,
heap_sort,medio,1024,3,0.00324330001603812,0.0,17358,9325,9837.0,0,
heap_sort,medio,1024,4,0.0033356999629177153,0.015625,17372,9369,9881.0,0,
heap_sort,medio,1024,5,0.003464300010818988,0.0,17316,9364,9876.0,0,
heap_sort,medio,1024,6,0.004276699968613684,0.0,17281,9327,9839.0,0,
heap_sort,medio,1024,7,0.0033357000211253762,0.0,17280,9296,9808.0,0,
heap_sort,medio,1024,8,0.003373200015630573,0.0,17357,9346,9858.0,0,
heap_sort,medio,1024,9,0.0036886000307276845,0.0,17276,9338,9850.0,0,
heap_sort,medio,1024,10,0.0033287000260315835,0.0,17324,9324,9836.0,0,
heap_sort,medio,1024,11,0.003305699967313558,0.0,17281,9313,9825.0,0,
heap_sort,medio,1024,12,0.0049079000018537045,0.0,17237,9261,9773.0,0,
heap_sort,medio,1024,13,0.0033071000361815095,0.0,17303,9329,9841.0,0,
heap_sort,medio,1024,14,0.003323500044643879,0.0,17321,9308,9820.0,0,
heap_sort,medio,1024,15,0.0034685000427998602,0.0,17298,9318,9830.0,0,
heap_sort,medio,4096,1,0.016758599958848208,0.015625,85645,45535,47583.0,0,
heap_sort,medio,4096,2,0.0189824000117369,0.03125,85633,45491,47539.0,0,
heap_sort,medio,4096,3,0.018291299988050014,0.015625,85660,45532,47580.0,0,
heap_sort,medio,4096,4,0.016364899987820536,0.015625,85618,45468,47516.0,0,
heap_sort,medio,4096,5,0.017316500016022474,0.0,85711,45492,47540.0,0,
heap_sort,medio,4096,6,0.016857199952937663,0.015625,85666,45509,47557.0,0,
heap_sort,medio,4096,7,0.017070000001695007,0.015625,85787,45528,47576.0,0,
heap_sort,medio,4096,8,0.017893699987325817,0.015625,85722,45551,47599.0,0,
heap_sort,medio,4096,9,0.01814670005114749,0.015625,85473,45351,47399.0,0,
heap_sort,medio,4096,10,0.01766820001648739,0.015625,85639,45435,47483.0,0,
heap_sort,medio,4096,11,0.018096800020430237,0.015625,85700,45577,47625.0,0,
heap_sort,medio,4096,12,0.017467700003180653,0.015625,85761,45556,47604.0,0,
heap_sort,medio,4096,13,0.018816899973899126,0.03125,85687,45529,47577.0,0,
heap_sort,medio,4096,14,0.017626100045163184,0.015625,85730,45553,47601.0,0,
heap_sort,medio,4096,15,0.01857509999535978,0.015625,85635,45451,47499.0,0,
heap_sort,medio,16384,1,0.08018739998806268,0.078125,408209,214764,222956.0,0,
heap_sort,medio,16384,2,0.08294829999795184,0.078125,407999,214665,222857.0,0,
heap_sort,medio,16384,3,0.0802726999972947,0.078125,408258,214817,223009.0,0,
heap_sort,medio,16384,4,0.10097100003622472,0.109375,408142,214795,222987.0,0,
heap_sort,medio,16384,5,0.11744760000146925,0.125,408154,214749,222941.0,0,
heap_sort,medio,16384,6,0.09662259998731315,0.109375,408153,214839,223031.0,0,
heap_sort,medio,16384,7,0.09825929999351501,0.09375,408058,214715,222907.0,0,
heap_sort,medio,16384,8,0.08910879999166355,0.078125,408077,214690,222882.0,0,
heap_sort,medio,16384,9,0.0904350999626331,0.078125,407964,214580,222772.0,0,
heap_sort,medio,16384,10,0.08796550001716241,0.078125,408014,214772,222964.0,0,
heap_sort,medio,16384,11,0.08345279999775812,0.078125,408109,214730,222922.0,0,
heap_sort,medio,16384,12,0.0890169000485912,0.078125,408119,214710,222902.0,0,
heap_sort,medio,16384,13,0.08297680004034191,0.078125,408101,214707,222899.0,0,
heap_sort,medio,16384,14,0.08454530005110428,0.09375,408156,214722,222914.0,0,
heap_sort,medio,16384,15,0.08089619997190312,0.078125,408208,214755,222947.0,0,
heap_sort,medio,65536,1,0.35971250000875443,0.375,1894997,990128,1022896.0,0,
heap_sort,medio,65536,2,0.3445058999932371,0.34375,1894780,989994,1022762.0,0,
heap_sort,medio,65536,3,0.3354375999770127,0.3125,1894454,989570,1022338.0,0,
heap_sort,medio,65536,4,0.33573799999430776,0.296875,1894981,990069,1022837.0,0,
heap_sort,medio,65536,5,0.3456000999431126,0.328125,1893990,989616,1022384.0,0,
heap_sort,medio,65536,6,0.33564190001925454,0.328125,1895024,990311,1023079.0,0,
heap_sort,medio,65536,7,0.36107350001111627,0.359375,1894794,990005,1022773.0,0,
heap_sort,medio,65536,8,0.4751316999900155,0.453125,1894902,990063,1022831.0,0,
heap_sort,medio,65536,9,0.5645898999646306,0.53125,1894340,989964,1022732.0,0,
heap_sort,medio,65536,10,0.5324414999922737,0.515625,1894654,990113,1022881.0,0,
heap_sort,medio,65536,11,0.45583159994566813,0.4375,1894609,990060,1022828.0,0,
heap_sort,medio,65536,12,0.38354100001743063,0.375,1894743,990140,1022908.0,0,
heap_sort,medio,65536,13,0.4146896000020206,0.40625,1894608,989799,1022567.0,0,
heap_sort,medio,65536,14,0.5594833000213839,0.5625,1895067,990263,1023031.0,0,
heap_sort,medio,65536,15,0.5477422999683768,0.53125,1894375,989676,1022444.0,0,
heap_sort,medio,262144,1,1.6983241999987513,1.6875,8627196,4484046,4615118.0,0,
heap_sort,medio,262144,2,1.5457083000219427,1.515625,8627644,4484908,4615980.0,0,
heap_sort,medio,262144,3,1.4879567000316456,1.46875,8627732,4484712,4615784.0,0,
heap_sort,medio,262144,4,1.5785906999954022,1.53125,8628169,4484921,4615993.0,0,
heap_sort,medio,262144,5,1.5108789000078104,1.5,8627957,4485062,4616134.0,0,
heap_sort,medio,262144,6,1.5231286999769509,1.5,8627629,4484565,4615637.0,0,
heap_sort,medio,262144,7,1.5066538999672048,1.484375,8627438,4484610,4615682.0,0,
heap_sort,medio,262144,8,1.5646552999969572,1.5625,8627308,4484231,4615303.0,0,
heap_sort,medio,262144,9,1.6032159000169486,1.5625,8627837,4484668,4615740.0,0,
heap_sort,medio,262144,10,1.6560709999757819,1.578125,8627447,4484500,4615572.0,0,
heap_sort,medio,262144,11,1.8007862000376917,1.78125,8627844,4484601,4615673.0,0,
heap_sort,medio,262144,12,1.6353079000255093,1.625,8627353,4484114,4615186.0,0,
heap_sort,medio,262144,13,1.656479999946896,1.625,8627349,4484309,4615381.0,0,
heap_sort,medio,262144,14,1.4764593999716453,1.375,8627872,4484960,4616032.0,0,
heap_sort,medio,262144,15,1.4996272000134923,1.5,8627449,4484342,4615414.0,0,
heap_sort,medio,1048576,1,7.536234400002286,7.5,38705529,20036177,20560465.0,0,
heap_sort,medio,1048576,2,10.990042100020219,10.515625,38706030,20035219,20559507.0,0,
heap_sort,medio,1048576,3,9.071164400025737,8.90625,38704809,20035218,20559506.0,0,
heap_sort,medio,1048576,4,8.488625300000422,8.3125,38706260,20036817,20561105.0,0,
heap_sort,medio,1048576,5,8.493579900008626,8.40625,38704668,20035224,20559512.0,0,
heap_sort,medio,1048576,6,9.472890400036704,9.203125,38707086,20036972,20561260.0,0,
heap_sort,medio,1048576,7,8.301039099984337,8.125,38706667,20036171,20560459.0,0,
heap_sort,medio,1048576,8,8.449436600029003,8.328125,38705039,20035988,20560276.0,0,
heap_sort,medio,1048576,9,8.899370099999942,8.78125,38705114,20034850,20559138.0,0,
heap_sort,medio,1048576,10,10.071972999954596,9.828125,38705652,20035515,20559803.0,0,
heap_sort,medio,1048576,11,9.397290199995041,9.140625,38706260,20036114,20560402.0,0,
heap_sort,medio,1048576,12,8.360890899959486,8.28125,38705426,20035109,20559397.0,0,
heap_sort,medio,1048576,13,8.251519199984614,8.203125,38706104,20035266,20559554.0,0,
heap_sort,medio,1048576,14,8.358177100017201,8.203125,38703828,20034987,20559275.0,0,
heap_sort,medio,1048576,15,8.403924799989909,8.3125,38705225,20035078,20559366.0,0,
insertion_sort,melhor,1,1,0.0012141999904997647,0.0,0,0,,0,
insertion_sort,melhor,1,2,5.500041879713535e-06,0.0,0,0,,0,
insertion_sort,melhor,1,3,7.299997378140688e-06,0.0,0,0,,0,
insertion_sort,melhor,1,4,2.600019797682762e-06,0.0,0,0,,0,
insertion_sort,melhor,1,5,3.500026650726795e-06,0.0,0,0,,0,
insertion_sort,melhor,1,6,2.2999593056738377e-06,0.0,0,0,,0,
insertion_sort,melhor,1,7,3.6999699659645557e-06,0.0,0,0,,0,
insertion_sort,melhor,1,8,5.199981387704611e-06,0.0,0,0,,0,
insertion_sort,melhor,1,9,4.199973773211241e-06,0.0,0,0,,0,
insertion_sort,melhor,1,10,4.499976057559252e-06,0.0,0,0,,0,
insertion_sort,melhor,1,11,3.700004890561104e-05,0.0,0,0,,0,
insertion_sort,melhor,1,12,3.200024366378784e-06,0.0,0,0,,0,
insertion_sort,melhor,1,13,4.400033503770828e-06,0.0,0,0,,0,
insertion_sort,melhor,1,14,3.200024366378784e-06,0.0,0,0,,0,
insertion_sort,melhor,1,15,4.299974534660578e-06,0.0,0,0,,0,
insertion_sort,melhor,10,1,0.0007676999666728079,0.0,9,0,,0,
insertion_sort,melhor,10,2,1.5700003132224083e-05,0.0,9,0,,0,
insertion_sort,melhor,10,3,2.0599982235580683e-05,0.0,9,0,,0,
insertion_sort,melhor,10,4,1.0000017937272787e-05,0.0,9,0,,0,
insertion_sort,melhor,10,5,5.099980626255274e-06,0.0,9,0,,0,
insertion_sort,melhor,10,6,1.6000005416572094e-05,0.0,9,0,,0,
insertion_sort,melhor,10,7,1.0899966582655907e-05,0.0,9,0,,0,
insertion_sort,melhor,10,8,8.700008038431406e-06,0.0,9,0,,0,
insertion_sort,melhor,10,9,1.1800031643360853e-05,0.0,9,0,,0,
insertion_sort,melhor,10,10,1.5000056009739637e-05,0.0,9,0,,0,
insertion_sort,melhor,10,11,0.00022790004732087255,0.0,9,0,,0,
insertion_sort,melhor,10,12,9.000010322779417e-06,0.0,9,0,,0,
insertion_sort,melhor,10,13,8.500006515532732e-06,0.0,9,0,,0,
insertion_sort,melhor,10,14,6.999995093792677e-06,0.0,9,0,,0,
insertion_sort,melhor,10,15,6.099988240748644e-06,0.0,9,0,,0,
insertion_sort,melhor,50,1,1.6300007700920105e-05,0.0,49,0,,0,
insertion_sort,melhor,50,2,1.3100041542202234e-05,0.0,49,0,,0,
insertion_sort,melhor,50,3,1.4699995517730713e-05,0.0,49,0,,0,
insertion_sort,melhor,50,4,1.479999627918005e-05,0.0,49,0,,0,
insertion_sort,melhor,50,5,1.9099970813840628e-05,0.0,49,0,,0,
insertion_sort,melhor,50,6,1.379998866468668e-05,0.0,49,0,,0,
insertion_sort,melhor,50,7,2.0200037397444248e-05,0.0,49,0,,0,
insertion_sort,melhor,50,8,1.939997309818864e-05,0.0,49,0,,0,
insertion_sort,melhor,50,9,5.0399976316839457e-05,0.0,49,0,,0,
insertion_sort,melhor,50,10,1.869996776804328e-05,0.0,49,0,,0,
insertion_sort,melhor,50,11,2.7600035537034273e-05,0.0,49,0,,0,
insertion_sort,melhor,50,12,2.0600040443241596e-05,0.0,49,0,,0,
insertion_sort,melhor,50,13,1.5400000847876072e-05,0.0,49,0,,0,
insertion_sort,melhor,50,14,1.8099963199347258e-05,0.0,49,0,,0,
insertion_sort,melhor,50,15,0.00036320002982392907,0.0,49,0,,0,
insertion_sort,melhor,100,1,2.2599997464567423e-05,0.0,99,0,,0,
insertion_sort,melhor,100,2,2.4500011932104826e-05,0.0,99,0,,0,
insertion_sort,melhor,100,3,2.5100016500800848e-05,0.0,99,0,,0,
insertion_sort,melhor,100,4,2.8799986466765404e-05,0.0,99,0,,0,
insertion_sort,melhor,100,5,2.6100024115294218e-05,0.0,99,0,,0,
insertion_sort,melhor,100,6,2.1099986042827368e-05,0.0,99,0,,0,
insertion_sort,melhor,100,7,2.1200045011937618e-05,0.0,99,0,,0,
insertion_sort,melhor,100,8,1.6000005416572094e-05,0.0,99,0,,0,
insertion_sort,melhor,100,9,1.8600025214254856e-05,0.0,99,0,,0,
insertion_sort,melhor,100,10,2.0599982235580683e-05,0.0,99,0,,0,
insertion_sort,melhor,100,11,2.2799998987466097e-05,0.0,99,0,,0,
insertion_sort,melhor,100,12,1.7000013031065464e-05,0.0,99,0,,0,
insertion_sort,melhor,100,13,2.0799983758479357e-05,0.0,99,0,,0,
insertion_sort,melhor,100,14,1.6300007700920105e-05,0.0,99,0,,0,
insertion_sort,melhor,100,15,3.809999907389283e-05,0.0,99,0,,0,
insertion_sort,melhor,500,1,0.001636600005440414,0.0,499,0,,0,
insertion_sort,melhor,500,2,0.0001495999749749899,0.0,499,0,,0,
insertion_sort,melhor,500,3,6.529997335746884e-05,0.0,499,0,,0,
insertion_sort,melhor,500,4,0.00010170001769438386,0.0,499,0,,0,
insertion_sort,melhor,500,5,0.00010519998613744974,0.0,499,0,,0,
insertion_sort,melhor,500,6,0.00011490000179037452,0.0,499,0,,0,
insertion_sort,melhor,500,7,0.00011860002996399999,0.0,499,0,,0,
insertion_sort,melhor,500,8,0.0001221999991685152,0.0,499,0,,0,
insertion_sort,melhor,500,9,9.089999366551638e-05,0.0,499,0,,0,
insertion_sort,melhor,500,10,0.00011899997480213642,0.0,499,0,,0,
insertion_sort,melhor,500,11,0.00011149997590109706,0.0,499,0,,0,
insertion_sort,melhor,500,12,0.00014349998673424125,0.0,499,0,,0,
insertion_sort,melhor,500,13,9.480002336204052e-05,0.0,499,0,,0,
insertion_sort,melhor,500,14,0.00011480000102892518,0.0,499,0,,0,
insertion_sort,melhor,500,15,9.380001574754715e-05,0.0,499,0,,0,
insertion_sort,melhor,1000,1,0.00020820001373067498,0.0,999,0,,0,
insertion_sort,melhor,1000,2,0.00022499996703118086,0.0,999,0,,0,
insertion_sort,melhor,1000,3,0.00022519996855407953,0.0,999,0,,0,
insertion_sort,melhor,1000,4,0.00022819999139755964,0.0,999,0,,0,
insertion_sort,melhor,1000,5,0.00023860001238062978,0.0,999,0,,0,
insertion_sort,melhor,1000,6,0.00027740001678466797,0.0,999,0,,0,
insertion_sort,melhor,1000,7,0.00020820001373067498,0.0,999,0,,0,
insertion_sort,melhor,1000,8,0.0002473999629728496,0.0,999,0,,0,
insertion_sort,melhor,1000,9,0.0002337999758310616,0.0,999,0,,0,
insertion_sort,melhor,1000,10,0.0001438999897800386,0.0,999,0,,0,
insertion_sort,melhor,1000,11,0.00023020000662654638,0.0,999,0,,0,
insertion_sort,melhor,1000,12,0.0002523000002838671,0.0,999,0,,0,
insertion_sort,melhor,1000,13,0.00021989998640492558,0.0,999,0,,0,
insertion_sort,melhor,1000,14,0.00023630005307495594,0.0,999,0,,0,
insertion_sort,melhor,1000,15,0.00023369997506961226,0.0,999,0,,0,
insertion_sort,melhor,5000,1,0.0010379999876022339,0.0,4999,0,,0,
insertion_sort,melhor,5000,2,0.001133300014771521,0.0,4999,0,,0,
insertion_sort,melhor,5000,3,0.0012258999631740153,0.0,4999,0,,0,
insertion_sort,melhor,5000,4,0.0012408000184223056,0.0,4999,0,,0,
insertion_sort,melhor,5000,5,0.0013111000298522413,0.0,4999,0,,0,
insertion_sort,melhor,5000,6,0.0012393000070005655,0.0,4999,0,,0,
insertion_sort,melhor,5000,7,0.0012311000027693808,0.0,4999,0,,0,
insertion_sort,melhor,5000,8,0.0013129999861121178,0.0,4999,0,,0,
insertion_sort,melhor,5000,9,0.0012073999969288707,0.0,4999,0,,0,
insertion_sort,melhor,5000,10,0.0011808999697677791,0.0,4999,0,,0,
insertion_sort,melhor,5000,11,0.0011832999880425632,0.0,4999,0,,0,
insertion_sort,melhor,5000,12,0.0011755999876186252,0.0,4999,0,,0,
insertion_sort,melhor,5000,13,0.0007331999950110912,0.0,4999,0,,0,
insertion_sort,melhor,5000,14,0.0011300999904051423,0.0,4999,0,,0,
insertion_sort,melhor,5000,15,0.001149799965787679,0.0,4999,0,,0,
insertion_sort,melhor,10000,1,0.001326400029938668,0.0,9999,0,,0,
insertion_sort,melhor,10000,2,0.0026251000235788524,0.0,9999,0,,0,
insertion_sort,melhor,10000,3,0.0024331999593414366,0.0,9999,0,,0,
insertion_sort,melhor,10000,4,0.0022698999964632094,0.015625,9999,0,,0,
insertion_sort,melhor,10000,5,0.00248009996721521,0.0,9999,0,,0,
insertion_sort,melhor,10000,6,0.002481499977875501,0.0,9999,0,,0,
insertion_sort,melhor,10000,7,0.00358260003849864,0.015625,9999,0,,0,
insertion_sort,melhor,10000,8,0.001649299985729158,0.0,9999,0,,0,
insertion_sort,melhor,10000,9,0.001440799969714135,0.0,9999,0,,0,
insertion_sort,melhor,10000,10,0.0017963000573217869,0.0,9999,0,,0,
insertion_sort,melhor,10000,11,0.0017988999607041478,0.015625,9999,0,,0,
insertion_sort,melhor,10000,12,0.0023938000085763633,0.0,9999,0,,0,
insertion_sort,melhor,10000,13,0.0013099000207148492,0.0,9999,0,,0,
insertion_sort,melhor,10000,14,0.002383099985308945,0.0,9999,0,,0,
insertion_sort,melhor,10000,15,0.0025798000278882682,0.015625,9999,0,,0,
insertion_sort,melhor,50000,1,0.012564300035592169,0.0,49999,0,,0,
insertion_sort,melhor,50000,2,0.011738999979570508,0.015625,49999,0,,0,
insertion_sort,melhor,50000,3,0.012800500029698014,0.015625,49999,0,,0,
insertion_sort,melhor,50000,4,0.013077200041152537,0.015625,49999,0,,0,
insertion_sort,melhor,50000,5,0.012868100020568818,0.015625,49999,0,,0,
insertion_sort,melhor,50000,6,0.012354700011201203,0.015625,49999,0,,0,
insertion_sort,melhor,50000,7,0.012976400030311197,0.015625,49999,0,,0,
insertion_sort,melhor,50000,8,0.011833999946247786,0.0,49999,0,,0,
insertion_sort,melhor,50000,9,0.010892199992667884,0.015625,49999,0,,0,
insertion_sort,melhor,50000,10,0.015383800026029348,0.015625,49999,0,,0,
insertion_sort,melhor,50000,11,0.012415700010024011,0.0,49999,0,,0,
insertion_sort,melhor,50000,12,0.010542200005147606,0.015625,49999,0,,0,
insertion_sort,melhor,50000,13,0.008570200006943196,0.015625,49999,0,,0,
insertion_sort,melhor,50000,14,0.010331999976187944,0.0,49999,0,,0,
insertion_sort,melhor,50000,15,0.012394700024742633,0.015625,49999,0,,0,
insertion_sort,pior,1,1,0.00045629998203366995,0.0,0,0,,0,
insertion_sort,pior,1,2,4.399975296109915e-06,0.0,0,0,,0,
insertion_sort,pior,1,3,4.299974534660578e-06,0.0,0,0,,0,
insertion_sort,pior,1,4,3.2999669201672077e-06,0.0,0,0,,0,
insertion_sort,pior,1,5,3.7999707274138927e-06,0.0,0,0,,0,
insertion_sort,pior,1,6,3.900029696524143e-06,0.0,0,0,,0,
insertion_sort,pior,1,7,4.8999791033566e-06,0.0,0,0,,0,
insertion_sort,pior,1,8,7.099995855242014e-06,0.0,0,0,,0,
insertion_sort,pior,1,9,8.400005754083395e-06,0.0,0,0,,0,
insertion_sort,pior,1,10,1.3899989426136017e-05,0.0,0,0,,0,
insertion_sort,pior,1,11,4.400033503770828e-06,0.0,0,0,,0,
insertion_sort,pior,1,12,9.100011084228754e-06,0.0,0,0,,0,
insertion_sort,pior,1,13,4.600035026669502e-06,0.0,0,0,,0,
insertion_sort,pior,1,14,4.200031980872154e-06,0.0,0,0,,0,
insertion_sort,pior,1,15,4.00003045797348e-06,0.0,0,0,,0,
insertion_sort,pior,10,1,0.0006074999691918492,0.0,45,45,,0,
insertion_sort,pior,10,2,1.4500052202492952e-05,0.0,45,45,,0,
insertion_sort,pior,10,3,1.2400036212056875e-05,0.0,45,45,,0,
insertion_sort,pior,10,4,2.7699978090822697e-05,0.0,45,45,,0,
insertion_sort,pior,10,5,1.550000160932541e-05,0.0,45,45,,0,
insertion_sort,pior,10,6,1.0199961252510548e-05,0.0,45,45,,0,
insertion_sort,pior,10,7,1.0600022505968809e-05,0.0,45,45,,0,
insertion_sort,pior,10,8,1.5400000847876072e-05,0.0,45,45,,0,
insertion_sort,pior,10,9,3.570003900676966e-05,0.0,45,45,,0,
insertion_sort,pior,10,10,3.090000245720148e-05,0.0,45,45,,0,
insertion_sort,pior,10,11,1.5300000086426735e-05,0.0,45,45,,0,
insertion_sort,pior,10,12,2.570002106949687e-05,0.0,45,45,,0,
insertion_sort,pior,10,13,1.4599994756281376e-05,0.0,45,45,,0,
insertion_sort,pior,10,14,1.3599987141788006e-05,0.0,45,45,,0,
insertion_sort,pior,10,15,1.0200019460171461e-05,0.0,45,45,,0,
insertion_sort,pior,50,1,0.0003923000185750425,0.0,1225,1225,,0,
insertion_sort,pior,50,2,0.00025460001779720187,0.0,1225,1225,,0,
insertion_sort,pior,50,3,0.00043920002644881606,0.0,1225,1225,,0,
insertion_sort,pior,50,4,0.00038159999530762434,0.0,1225,1225,,0,
insertion_sort,pior,50,5,0.00042180001037195325,0.0,1225,1225,,0,
insertion_sort,pior,50,6,0.00014210003428161144,0.0,1225,1225,,0,
insertion_sort,pior,50,7,0.00022469996474683285,0.0,1225,1225,,0,
insertion_sort,pior,50,8,0.0002438000519759953,0.0,1225,1225,,0,
insertion_sort,pior,50,9,0.0002584999892860651,0.0,1225,1225,,0,
insertion_sort,pior,50,10,0.00037070002872496843,0.0,1225,1225,,0,
insertion_sort,pior,50,11,0.0003562000347301364,0.0,1225,1225,,0,
insertion_sort,pior,50,12,0.0002191000385209918,0.0,1225,1225,,0,
insertion_sort,pior,50,13,0.00041360000614076853,0.0,1225,1225,,0,
insertion_sort,pior,50,14,0.00022119999630376697,0.0,1225,1225,,0,
insertion_sort,pior,50,15,0.00014509999891743064,0.0,1225,1225,,0,
insertion_sort,pior,100,1,0.000991599983535707,0.0,4950,4950,,0,
insertion_sort,pior,100,2,0.0011481000110507011,0.0,4950,4950,,0,
insertion_sort,pior,100,3,0.0012131999828852713,0.0,4950,4950,,0,
insertion_sort,pior,100,4,0.0006668000132776797,0.0,4950,4950,,0,
insertion_sort,pior,100,5,0.0016485999803990126,0.0,4950,4950,,0,
insertion_sort,pior,100,6,0.0009119000169448555,0.0,4950,4950,,0,
